芦屋	アシヤ	アシヤ	アシヤ	名詞	固有名詞	地名	一般	*	*	2	-8	O
、	*	*	、	補助記号	読点	*	*	*	*	2	-20	O
政権	セーケン	セイケン	政権	名詞	普通名詞	一般	*	*	*	2	-19	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-18	O
基盤	キバン	キバン	基盤	名詞	普通名詞	一般	*	*	*	2	-17	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	-16	O
強く	ツヨク	ツヨイ	強い	形容詞	一般	*	*	形容詞	連用形-一般	2	-15	O
、	*	*	、	補助記号	読点	*	*	*	*	2	-14	O
改造	カイゾー	カイゾウ	改造	名詞	普通名詞	サ変可能	*	*	*	2	-13	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-12	O
大権	タイケン	タイケン	大権	名詞	普通名詞	一般	*	*	*	2	-11	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	-10	O
行使	コーシ	コウシ	行使	名詞	普通名詞	サ変可能	*	*	*	2	-9	O
する	スル	スル	為る	動詞	非自立可能	*	*	サ行変格	連体形-一般	2	-8	O
首相	シュショー	シュショウ	首相	名詞	普通名詞	一般	*	*	*	2	-7	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-6	O
指導	シドー	シドウ	指導	名詞	普通名詞	サ変可能	*	*	*	2	-5	O
力	リョク	リョク	力	接尾辞	名詞的	一般	*	*	*	2	-4	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	-3	O
強力	キョーリョク	キョウリョク	強力	形状詞	一般	*	*	*	*	2	-2	O
な	ナ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連体形-一般	2	-1	O
時	トキ	トキ	時	名詞	普通名詞	副詞可能	*	*	*	2	0	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	1	B-C
限ら	カギラ	カギル	限る	動詞	一般	*	*	五段-ラ行	未然形-一般	2	2	I-C
れる	レル	レル	れる	助動詞	*	*	*	助動詞-レル	終止形-一般	2	3	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	4	O
さ	サ	スル	為る	動詞	非自立可能	*	*	サ行変格	未然形-サ	2	5	O
れ	レ	レル	れる	助動詞	*	*	*	助動詞-レル	連用形-一般	2	6	O
、	*	*	、	補助記号	読点	*	*	*	*	2	7	O
逆	ギャク	ギャク	逆	名詞	普通名詞	形状詞可能	*	*	*	2	8	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	9	O
場合	バアイ	バアイ	場合	名詞	普通名詞	副詞可能	*	*	*	2	10	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	11	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	12	O
政権	セーケン	セイケン	政権	名詞	普通名詞	一般	*	*	*	2	13	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	14	O
命取り	イノチトリ	イノチトリ	命取り	名詞	普通名詞	一般	*	*	*	2	15	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	16	O
つながる	ツナガル	ツナガル	繋がる	動詞	一般	*	*	五段-ラ行	連体形-一般	2	17	O
ケース	ケース	ケース	ケース-case	名詞	普通名詞	一般	*	*	*	2	18	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	19	O
多い	オーイ	オオイ	多い	形容詞	一般	*	*	形容詞	終止形-一般	2	20	O
。	*	*	。	補助記号	句点	*	*	*	*	2	21	O

「	*	*	「	補助記号	括弧開	*	*	*	*	3	-33	O
何	ナン	ナン	何	名詞	数詞	*	*	*	*	3	-32	O
人	ニン	ニン	人	接尾辞	名詞的	一般	*	*	*	3	-31	O
抜ける	ヌケル	ヌケル	抜ける	動詞	非自立可能	*	*	下一段-カ行	終止形-一般	3	-30	O
か	カ	カ	か	助詞	副助詞	*	*	*	*	3	-29	O
、	*	*	、	補助記号	読点	*	*	*	*	3	-28	O
かえって	カエッテ	カエッテ	却って	副詞	*	*	*	*	*	3	-27	O
楽しかっ	タノシカッ	タノシイ	楽しい	形容詞	一般	*	*	形容詞	連用形-促音便	3	-26	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	3	-25	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	3	-24	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	3	-23	O
話す	ハナス	ハナス	話す	動詞	一般	*	*	五段-サ行	連体形-一般	3	-22	O
清水	シミズ	シミズ	シミズ	名詞	固有名詞	人名	姓	*	*	3	-21	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	3	-20	O
、	*	*	、	補助記号	読点	*	*	*	*	3	-19	O
失敗	シッパイ	シッパイ	失敗	名詞	普通名詞	サ変可能	*	*	*	3	-18	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	3	-17	O
バネ	バネ	バネ	発条	名詞	普通名詞	一般	*	*	*	3	-16	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	3	-15	O
力	チカラ	チカラ	力	名詞	普通名詞	一般	*	*	*	3	-14	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	3	-13	O
出し	ダシ	ダス	出す	動詞	非自立可能	*	*	五段-サ行	連用形-一般	3	-12	O
切る	キル	キル	切る	動詞	非自立可能	*	*	五段-ラ行	終止形-一般	3	-11	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	3	-10	O
いう	ユー	イウ	言う	動詞	一般	*	*	五段-ワア行	連体形-一般	3	-9	O
前向き	マエムキ	マエムキ	前向き	形状詞	一般	*	*	*	*	3	-8	O
な	ナ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連体形-一般	3	-7	O
心	ココロ	ココロ	心	名詞	普通名詞	サ変可能	*	*	*	3	-6	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	3	-5	O
持ち	モチ	モツ	持つ	動詞	一般	*	*	五段-タ行	連用形-一般	3	-4	O
方	カタ	カタ	方	接尾辞	名詞的	一般	*	*	*	3	-3	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	3	-2	O
、	*	*	、	補助記号	読点	*	*	*	*	3	-1	O
身	ミ	ミ	身	名詞	普通名詞	一般	*	*	*	3	0	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	3	1	B-B
もっ	モッ	モツ	持つ	動詞	一般	*	*	五段-タ行	連用形-促音便	3	2	I-B
て	テ	テ	て	助詞	接続助詞	*	*	*	*	3	3	I-B
示し	シメシ	シメス	示す	動詞	一般	*	*	五段-サ行	連用形-一般	3	4	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	3	5	O
い	イ	イル	居る	動詞	非自立可能	*	*	上一段-ア行	連用形-一般	3	6	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	3	7	O
。	*	*	。	補助記号	句点	*	*	*	*	3	8	O

知事	チジ	チジ	知事	名詞	普通名詞	一般	*	*	*	2	-26	O
　	*	*	　	空白	*	*	*	*	*	2	-25	O
関西	カンサイ	カンサイ	カンサイ	名詞	固有名詞	地名	一般	*	*	2	-24	O
空港	クーコー	クウコウ	空港	名詞	普通名詞	一般	*	*	*	2	-23	O
対岸	タイガン	タイガン	対岸	名詞	普通名詞	一般	*	*	*	2	-22	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-21	O
りんくう	リンクー	リンクウ	臨空	名詞	普通名詞	一般	*	*	*	2	-20	O
タウン	タウン	タウン	タウン-town	名詞	普通名詞	一般	*	*	*	2	-19	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	-18	O
防災	ボーサイ	ボウサイ	防災	名詞	普通名詞	一般	*	*	*	2	-17	O
拠点	キョテン	キョテン	拠点	名詞	普通名詞	一般	*	*	*	2	-16	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	-15	O
する	スル	スル	為る	動詞	非自立可能	*	*	サ行変格	連体形-一般	2	-14	O
の	ノ	ノ	の	助詞	準体助詞	*	*	*	*	2	-13	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	-12	O
公約	コーヤク	コウヤク	公約	名詞	普通名詞	サ変可能	*	*	*	2	-11	O
です	デス	デス	です	助動詞	*	*	*	助動詞-デス	終止形-一般	2	-10	O
が	ガ	ガ	が	助詞	接続助詞	*	*	*	*	2	-9	O
、	*	*	、	補助記号	読点	*	*	*	*	2	-8	O
商業	ショーギョー	ショウギョウ	商業	名詞	普通名詞	一般	*	*	*	2	-7	O
地域	チイキ	チイキ	地域	名詞	普通名詞	一般	*	*	*	2	-6	O
も	モ	モ	も	助詞	係助詞	*	*	*	*	2	-5	O
ある	アル	アル	有る	動詞	非自立可能	*	*	五段-ラ行	連体形-一般	2	-4	O
の	ノ	ノ	の	助詞	準体助詞	*	*	*	*	2	-3	O
で	デ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-一般	2	-2	O
お	オ	オ	御	接頭辞	*	*	*	*	*	2	-1	O
堅い	カタイ	カタイ	固い	形容詞	一般	*	*	形容詞	連体形-一般	2	0	O
もの	モノ	モノ	物	名詞	普通名詞	サ変可能	*	*	*	2	1	B-M
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	2	I-M
もっ	モッ	モツ	持つ	動詞	一般	*	*	五段-タ行	連用形-促音便	2	3	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	4	O
くる	クル	クル	来る	動詞	非自立可能	*	*	カ行変格	連体形-一般	2	5	O
の	ノ	ノ	の	助詞	準体助詞	*	*	*	*	2	6	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	7	O
違和	イワ	イワ	違和	名詞	普通名詞	一般	*	*	*	2	8	O
感	カン	カン	感	名詞	普通名詞	一般	*	*	*	2	9	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	10	O
ある	アル	アル	有る	動詞	非自立可能	*	*	五段-ラ行	終止形-一般	2	11	O
。	*	*	。	補助記号	句点	*	*	*	*	2	12	O

風呂上がり	フロアガリ	フロアガリ	風呂上がり	名詞	普通名詞	一般	*	*	*	3	-14	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	3	-13	O
おいし	オイシ	オイシイ	美味しい	形容詞	一般	*	*	形容詞	語幹-一般	3	-12	O
そう	ソー	ソウ	そう-様態	形状詞	助動詞語幹	*	*	*	*	3	-11	O
に	ニ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-ニ	3	-10	O
飲ん	ノン	ノム	飲む	動詞	一般	*	*	五段-マ行	連用形-撥音便	3	-9	O
で	デ	テ	て	助詞	接続助詞	*	*	*	*	3	-8	O
い	イ	イル	居る	動詞	非自立可能	*	*	上一段-ア行	連用形-一般	3	-7	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	3	-6	O
姿	スガタ	スガタ	姿	名詞	普通名詞	一般	*	*	*	3	-5	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	3	-4	O
彷彿	ホーフツ	ホウフツ	彷彿	副詞	*	*	*	*	*	3	-3	O
（	*	*	（	補助記号	括弧開	*	*	*	*	3	-2	O
ほうふつ	ホーフツ	ホウフツ	彷彿	名詞	普通名詞	サ変形状詞可能	*	*	*	3	-1	O
）	*	*	）	補助記号	括弧閉	*	*	*	*	3	0	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	3	1	B-C
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	3	2	I-C
て	テ	テ	て	助詞	接続助詞	*	*	*	*	3	3	I-C
くる	クル	クル	来る	動詞	非自立可能	*	*	カ行変格	終止形-一般	3	4	O
。	*	*	。	補助記号	句点	*	*	*	*	3	5	O

そして	ソシテ	ソシテ	そして	接続詞	*	*	*	*	*	2	-32	O
わたし	ワタシ	ワタシ	私	代名詞	*	*	*	*	*	2	-31	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-30	O
読ん	ヨン	ヨム	読む	動詞	一般	*	*	五段-マ行	連用形-撥音便	2	-29	O
だ	ダ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	2	-28	O
限り	カギリ	カギリ	限り	名詞	普通名詞	副詞可能	*	*	*	2	-27	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	2	-26	O
言え	イエ	イウ	言う	動詞	一般	*	*	五段-ワア行	仮定形-一般	2	-25	O
ば	バ	バ	ば	助詞	接続助詞	*	*	*	*	2	-24	O
、	*	*	、	補助記号	読点	*	*	*	*	2	-23	O
在来	ザイライ	ザイライ	在来	名詞	普通名詞	一般	*	*	*	2	-22	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-21	O
写楽	シャラク	シャラク	シャラク	名詞	固有名詞	人名	名	*	*	2	-20	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	-19	O
つい	ツイ	ツク	つく	動詞	一般	*	*	五段-カ行	連用形-イ音便	2	-18	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	-17	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-16	O
探求	タンキュー	タンキュウ	探求	名詞	普通名詞	サ変可能	*	*	*	2	-15	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	-14	O
彼	カレ	カレ	彼	代名詞	*	*	*	*	*	2	-13	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	-12	O
何者	ナニモノ	ナニモノ	何者	名詞	普通名詞	一般	*	*	*	2	-11	O
で	デ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-一般	2	-10	O
ある	アル	アル	有る	動詞	非自立可能	*	*	五段-ラ行	終止形-一般	2	-9	O
か	カ	カ	か	助詞	終助詞	*	*	*	*	2	-8	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	-7	O
いう	ユー	イウ	言う	動詞	一般	*	*	五段-ワア行	連体形-一般	2	-6	O
問題	モンダイ	モンダイ	問題	名詞	普通名詞	一般	*	*	*	2	-5	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	-4	O
熱中	ネッチュー	ネッチュウ	熱中	名詞	普通名詞	サ変可能	*	*	*	2	-3	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	2	-2	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	-1	O
いる	イル	イル	居る	動詞	非自立可能	*	*	上一段-ア行	連体形-一般	2	0	O
くせ	クセ	クセ	癖	名詞	普通名詞	一般	*	*	*	2	1	B-F
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	2	I-F
、	*	*	、	補助記号	読点	*	*	*	*	2	3	O
彼	カレ	カレ	彼	代名詞	*	*	*	*	*	2	4	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	5	O
何	ナン	ナニ	何	代名詞	*	*	*	*	*	2	6	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	7	O
よっ	ヨッ	ヨル	因る	動詞	一般	*	*	五段-ラ行	連用形-促音便	2	8	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	9	O
触発	ショクハツ	ショクハツ	触発	名詞	普通名詞	サ変可能	*	*	*	2	10	O
さ	サ	スル	為る	動詞	非自立可能	*	*	サ行変格	未然形-サ	2	11	O
れ	レ	レル	れる	助動詞	*	*	*	助動詞-レル	連用形-一般	2	12	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	2	13	O
か	カ	カ	か	助詞	終助詞	*	*	*	*	2	14	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	15	O
いう	ユー	イウ	言う	動詞	一般	*	*	五段-ワア行	連体形-一般	2	16	O
こと	コト	コト	事	名詞	普通名詞	一般	*	*	*	2	17	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	18	O
論じ	ロンジ	ロンズル	論ずる	動詞	一般	*	*	サ行変格	連用形-一般	2	19	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	20	O
い	イ	イル	居る	動詞	非自立可能	*	*	上一段-ア行	未然形-一般	2	21	O
ない	ナイ	ナイ	ない	助動詞	*	*	*	助動詞-ナイ	終止形-一般	2	22	O
。	*	*	。	補助記号	句点	*	*	*	*	2	23	O

これ	コレ	コレ	此れ	代名詞	*	*	*	*	*	2	0	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	1	B-F
先立つ	サキダツ	サキダツ	先立つ	動詞	一般	*	*	五段-タ行	連体形-一般	2	2	I-F
「	*	*	「	補助記号	括弧開	*	*	*	*	2	3	O
歴史	レキシ	レキシ	歴史	名詞	普通名詞	一般	*	*	*	2	4	O
家	カ	カ	家	接尾辞	名詞的	一般	*	*	*	2	5	O
論争	ロンソー	ロンソウ	論争	名詞	普通名詞	サ変可能	*	*	*	2	6	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	2	7	O
も	モ	モ	も	助詞	係助詞	*	*	*	*	2	8	O
同じ	オナジ	オナジ	同じ	連体詞	*	*	*	*	*	2	9	O
文脈	ブンミャク	ブンミャク	文脈	名詞	普通名詞	一般	*	*	*	2	10	O
だろう	ダロー	ダ	だ	助動詞	*	*	*	助動詞-ダ	意志推量形	2	11	O
。	*	*	。	補助記号	句点	*	*	*	*	2	12	O

漢陽	カンヨー	カンヨウ	カンヨウ	名詞	固有名詞	地名	一般	*	*	4	-14	O
大	ダイ	ダイ	大-大学	接尾辞	名詞的	一般	*	*	*	4	-13	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	4	-12	O
学生	ガクセー	ガクセイ	学生	名詞	普通名詞	一般	*	*	*	4	-11	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	4	-10	O
も	モ	モ	も	助詞	係助詞	*	*	*	*	4	-9	O
ある	アル	アル	有る	動詞	非自立可能	*	*	五段-ラ行	連体形-一般	4	-8	O
金	キン	キン	キン	名詞	固有名詞	人名	姓	*	*	4	-7	O
世	セー	セイ	セイ	名詞	固有名詞	人名	名	*	*	4	-6	O
鎮	チン	チン	鎮	名詞	普通名詞	一般	*	*	*	4	-5	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	4	-4	O
「	*	*	「	補助記号	括弧開	*	*	*	*	4	-3	O
まだ	マダ	マダ	未だ	副詞	*	*	*	*	*	4	-2	O
代表	ダイヒョー	ダイヒョウ	代表	名詞	普通名詞	サ変可能	*	*	*	4	-1	O
選手	センシュ	センシュ	選手	名詞	普通名詞	一般	*	*	*	4	0	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	4	1	B-C
決まっ	キマッ	キマル	決まる	動詞	一般	*	*	五段-ラ行	連用形-促音便	4	2	I-C
て	テ	テ	て	助詞	接続助詞	*	*	*	*	4	3	I-C
い	イ	イル	居る	動詞	非自立可能	*	*	上一段-ア行	未然形-一般	4	4	I-C
ない	ナイ	ナイ	ない	助動詞	*	*	*	助動詞-ナイ	終止形-一般	4	5	O
が	ガ	ガ	が	助詞	接続助詞	*	*	*	*	4	6	O
、	*	*	、	補助記号	読点	*	*	*	*	4	7	O
ユニバーシアード	ユニバーシアード	ユニバーシアード	ユニバーシアード-Universiade	名詞	普通名詞	一般	*	*	*	4	8	O
福岡	フクオカ	フクオカ	フクオカ	名詞	固有名詞	地名	一般	*	*	4	9	O
大会	タイカイ	タイカイ	大会	名詞	普通名詞	一般	*	*	*	4	10	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	4	11	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	4	12	O
金	キン	キン	金	名詞	普通名詞	一般	*	*	*	4	13	O
メダル	メダル	メダル	メダル-medal	名詞	普通名詞	一般	*	*	*	4	14	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	4	15	O
とれる	トレル	トレル	取れる	動詞	一般	*	*	下一段-ラ行	終止形-一般	4	16	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	4	17	O
思う	オモウ	オモウ	思う	動詞	一般	*	*	五段-ワア行	終止形-一般	4	18	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	4	19	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	4	20	O
自信	ジシン	ジシン	自信	名詞	普通名詞	サ変可能	*	*	*	4	21	O
満々	マンマン	マンマン	満々	形状詞	タリ	*	*	*	*	4	22	O
だっ	ダッ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-促音便	4	23	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	4	24	O
。	*	*	。	補助記号	句点	*	*	*	*	4	25	O

−	*	*	−	補助記号	一般	*	*	*	*	4	-5	O
−	*	*	−	補助記号	一般	*	*	*	*	4	-4	O
まぁ	マー	マア	まあ	副詞	*	*	*	*	*	4	-3	O
ね	ネ	ネ	ね	助詞	終助詞	*	*	*	*	4	-2	O
、	*	*	、	補助記号	読点	*	*	*	*	4	-1	O
なん	ナン	ナニ	何	代名詞	*	*	*	*	*	4	0	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	4	1	B-B
いっ	イッ	イウ	言う	動詞	一般	*	*	五段-ワア行	連用形-促音便	4	2	I-B
て	テ	テ	て	助詞	接続助詞	*	*	*	*	4	3	I-B
も	モ	モ	も	助詞	係助詞	*	*	*	*	4	4	I-B
人口	ジンコー	ジンコウ	人口	名詞	普通名詞	一般	*	*	*	4	5	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	4	6	O
分母	ブンボ	ブンボ	分母	名詞	普通名詞	一般	*	*	*	4	7	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	4	8	O
大きい	オーキー	オオキイ	大きい	形容詞	一般	*	*	形容詞	終止形-一般	4	9	O
から	カラ	カラ	から	助詞	接続助詞	*	*	*	*	4	10	O
。	*	*	。	補助記号	句点	*	*	*	*	4	11	O

ＡＣ	エーシー	エーシー	ＡＣ	名詞	普通名詞	一般	*	*	*	2	-3	O
ＯＧ	オージー	オージー	ＯＧ	名詞	普通名詞	一般	*	*	*	2	-2	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	2	-1	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	0	O
代わり	カワリ	カワリ	代わり	名詞	普通名詞	一般	*	*	*	2	1	B-M
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	2	I-M
レーザー	レーザー	レーザー	レーザー-laser	名詞	普通名詞	一般	*	*	*	2	3	O
光線	コーセン	コウセン	光線	名詞	普通名詞	一般	*	*	*	2	4	O
や	ヤ	ヤ	や	助詞	副助詞	*	*	*	*	2	5	O
風船	フーセン	フウセン	風船	名詞	普通名詞	一般	*	*	*	2	6	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	7	O
使い	ツカイ	ツカウ	使う	動詞	一般	*	*	五段-ワア行	連用形-一般	2	8	O
、	*	*	、	補助記号	読点	*	*	*	*	2	9	O
ハト	ハト	ハト	鳩	名詞	普通名詞	一般	*	*	*	2	10	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	11	O
形	カタチ	カタチ	形	名詞	普通名詞	一般	*	*	*	2	12	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	13	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	2	14	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	2	15	O
「	*	*	「	補助記号	括弧開	*	*	*	*	2	16	O
物体	ブッタイ	ブッタイ	物体	名詞	普通名詞	一般	*	*	*	2	17	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	2	18	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	19	O
飛ばす	トバス	トバス	飛ばす	動詞	一般	*	*	五段-サ行	連体形-一般	2	20	O
こと	コト	コト	事	名詞	普通名詞	一般	*	*	*	2	21	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	22	O
なり	ナリ	ナル	成る	動詞	非自立可能	*	*	五段-ラ行	連用形-一般	2	23	O
そう	ソー	ソウ	そう-様態	形状詞	助動詞語幹	*	*	*	*	2	24	O
。	*	*	。	補助記号	句点	*	*	*	*	2	25	O

もちろん	モチロン	モチロン	勿論	副詞	*	*	*	*	*	4	-6	O
、	*	*	、	補助記号	読点	*	*	*	*	4	-5	O
ナベ	ナベ	ナベ	鍋	名詞	普通名詞	一般	*	*	*	4	-4	O
物	モノ	モノ	物	名詞	普通名詞	サ変可能	*	*	*	4	-3	O
や	ヤ	ヤ	や	助詞	副助詞	*	*	*	*	4	-2	O
フライ	フライ	フライ	フライ-fly	名詞	普通名詞	一般	*	*	*	4	-1	O
など	ナド	ナド	など	助詞	副助詞	*	*	*	*	4	0	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	4	1	B-C
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	4	2	I-C
て	テ	テ	て	助詞	接続助詞	*	*	*	*	4	3	I-C
も	モ	モ	も	助詞	係助詞	*	*	*	*	4	4	I-C
、	*	*	、	補助記号	読点	*	*	*	*	4	5	O
おいしく	オイシク	オイシイ	美味しい	形容詞	一般	*	*	形容詞	連用形-一般	4	6	O
いただけ	イタダケ	イタダク	頂く	動詞	非自立可能	*	*	下一段-カ行	連用形-一般	4	7	O
ます	マス	マス	ます	助動詞	*	*	*	助動詞-マス	終止形-一般	4	8	O
。	*	*	。	補助記号	句点	*	*	*	*	4	9	O

すやすや	スヤスヤ	スヤスヤ	すやすや	副詞	*	*	*	*	*	2	-3	O
寝	ネ	ネル	寝る	動詞	一般	*	*	下一段-ナ行	連用形-一般	2	-2	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	-1	O
いる	イル	イル	居る	動詞	非自立可能	*	*	上一段-ア行	連体形-一般	2	0	O
ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	2	1	B-F
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	2	I-F
悪魔	アクマ	アクマ	悪魔	名詞	普通名詞	一般	*	*	*	2	3	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	4	O
襲わ	オソワ	オソウ	襲う	動詞	一般	*	*	五段-ワア行	未然形-一般	2	5	O
れ	レ	レル	れる	助動詞	*	*	*	助動詞-レル	連用形-一般	2	6	O
