芦屋	アシヤ	アシヤ	アシヤ	名詞	固有名詞	地名	一般	*	*	2	-8	O	O
艇	テー	テイ	艇	名詞	普通名詞	助数詞可能	*	*	*	2	9	O	O
など	ナド	ナド	など	助詞	副助詞	*	*	*	*	2	10	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	11	O	O
重き	オモキ	オモキ	重き	名詞	普通名詞	一般	*	*	*	2	12	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	13	O	O
おき	オキ	オク	置く	動詞	非自立可能	*	*	五段-カ行	連用形-一般	2	14	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	15	O	O
国内	コクナイ	コクナイ	国内	名詞	普通名詞	一般	*	*	*	2	16	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	17	O	O
福祉	フクシ	フクシ	福祉	名詞	普通名詞	一般	*	*	*	2	18	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	19	O	O
もちろん	モチロン	モチロン	勿論	副詞	*	*	*	*	*	2	20	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	21	O	O
世界	セカイ	セカイ	世界	名詞	普通名詞	一般	*	*	*	2	22	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	23	O	O
目	メ	メ	目	名詞	普通名詞	一般	*	*	*	2	24	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	25	O	O
大きく	オーキク	オオキイ	大きい	形容詞	一般	*	*	形容詞	連用形-一般	2	26	O	O
向け	ムケ	ムケル	向ける	動詞	一般	*	*	下一段-カ行	連用形-一般	2	27	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	28	O	O
飢餓	キガ	キガ	飢餓	名詞	普通名詞	一般	*	*	*	2	29	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	30	O	O
難病	ナンビョー	ナンビョウ	難病	名詞	普通名詞	一般	*	*	*	2	31	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	32	O	O
苦しむ	クルシム	クルシム	苦しむ	動詞	一般	*	*	五段-マ行	連体形-一般	2	33	O	O
難民	ナンミン	ナンミン	難民	名詞	普通名詞	一般	*	*	*	2	34	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	35	O	O
救済	キューサイ	キュウサイ	救済	名詞	普通名詞	サ変可能	*	*	*	2	36	O	O
活動	カツドー	カツドウ	活動	名詞	普通名詞	サ変可能	*	*	*	2	37	O	O
など	ナド	ナド	など	助詞	副助詞	*	*	*	*	2	38	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	39	O	O
貢献	コーケン	コウケン	貢献	名詞	普通名詞	サ変可能	*	*	*	2	40	O	O
す	ス	スル	為る	動詞	非自立可能	*	*	文語サ行変格	終止形-一般	2	41	O	O
べき	ベキ	ベシ	べし	助動詞	*	*	*	文語助動詞-ベシ	連体形-一般	2	42	O	O
で	デ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-一般	2	43	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	44	O	O
ない	ナイ	ナイ	無い	形容詞	非自立可能	*	*	形容詞	終止形-一般	2	45	O	O
だろう	ダロー	ダ	だ	助動詞	*	*	*	助動詞-ダ	意志推量形	2	46	O	O
か	カ	カ	か	助詞	終助詞	*	*	*	*	2	47	O	O
。	*	*	。	補助記号	句点	*	*	*	*	2	48	O	O

いずれ	イズレ	イズレ	何れ	代名詞	*	*	*	*	*	2	0	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	1	B-B	B-B
せよ	セヨ	スル	為る	動詞	非自立可能	*	*	サ行変格	命令形	2	2	I-B	I-B
、	*	*	、	補助記号	読点	*	*	*	*	2	3	O	O
「	*	*	「	補助記号	括弧開	*	*	*	*	2	4	O	O
皇室	コーシツ	コウシツ	皇室	名詞	普通名詞	一般	*	*	*	2	5	O	O
民主	ミンシュ	ミンシュ	民主	名詞	普通名詞	一般	*	*	*	2	6	O	O
化	カ	カ	化	接尾辞	名詞的	サ変可能	*	*	*	2	7	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	2	8	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	9	O	O
波	ナミ	ナミ	波	名詞	普通名詞	一般	*	*	*	2	10	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	11	O	O
乗っ	ノッ	ノル	乗る	動詞	一般	*	*	五段-ラ行	連用形-促音便	2	12	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	13	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	14	O	O
皇族	コーゾク	コウゾク	皇族	名詞	普通名詞	一般	*	*	*	2	15	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	16	O	O
「	*	*	「	補助記号	括弧開	*	*	*	*	2	17	O	O
自由	ジユー	ジユウ	自由	名詞	普通名詞	形状詞可能	*	*	*	2	18	O	O
な	ナ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連体形-一般	2	19	O	O
言論	ゲンロン	ゲンロン	言論	名詞	普通名詞	一般	*	*	*	2	20	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	2	21	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	22	O	O
場	バ	バ	場	名詞	普通名詞	一般	*	*	*	2	23	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	24	O	O
提供	テーキョー	テイキョウ	提供	名詞	普通名詞	サ変可能	*	*	*	2	25	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	2	26	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	2	27	O	O
「	*	*	「	補助記号	括弧開	*	*	*	*	2	28	O	O
文藝	ブンゲー	ブンゲイ	文芸	名詞	普通名詞	一般	*	*	*	2	29	O	O
春秋	シュンジュー	シュンジュウ	春秋	名詞	普通名詞	一般	*	*	*	2	30	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	2	31	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	32	O	O
「	*	*	「	補助記号	括弧開	*	*	*	*	2	33	O	O
世界	セカイ	セカイ	世界	名詞	普通名詞	一般	*	*	*	2	34	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	2	35	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	36	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	37	O	O
全く	マッタク	マッタク	全く	副詞	*	*	*	*	*	2	38	O	O
対照	タイショー	タイショウ	対照	名詞	普通名詞	サ変可能	*	*	*	2	39	O	O
的	テキ	テキ	的	接尾辞	形状詞的	*	*	*	*	2	40	O	O
な	ナ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連体形-一般	2	41	O	O
位置	イチ	イチ	位置	名詞	普通名詞	サ変可能	*	*	*	2	42	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	43	O	O
あっ	アッ	アル	有る	動詞	非自立可能	*	*	五段-ラ行	連用形-促音便	2	44	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	2	45	O	O
の	ノ	ノ	の	助詞	準体助詞	*	*	*	*	2	46	O	O
で	デ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-一般	2	47	O	O
ある	アル	アル	有る	動詞	非自立可能	*	*	五段-ラ行	終止形-一般	2	48	O	O
。	*	*	。	補助記号	句点	*	*	*	*	2	49	O	O

一方	イッポー	イッポウ	一方	接続詞	*	*	*	*	*	2	-38	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	-37	O	O
芸名	ゲーメー	ゲイメイ	芸名	名詞	普通名詞	一般	*	*	*	2	-36	O	O
使用	シヨー	シヨウ	使用	名詞	普通名詞	サ変可能	*	*	*	2	-35	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	-34	O	O
とも	トモ	トモ	共	名詞	普通名詞	一般	*	*	*	2	-33	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	-32	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	-31	O	O
芸人	ゲーニン	ゲイニン	芸人	名詞	普通名詞	一般	*	*	*	2	-30	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	-29	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	2	-28	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	-27	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-26	O	O
テレビ	テレビ	テレビ	テレビ-television	名詞	普通名詞	一般	*	*	*	2	-25	O	O
出演	シュツエン	シュツエン	出演	名詞	普通名詞	サ変可能	*	*	*	2	-24	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	-23	O	O
批判	ヒハン	ヒハン	批判	名詞	普通名詞	サ変可能	*	*	*	2	-22	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	-21	O	O
ある	アル	アル	有る	動詞	非自立可能	*	*	五段-ラ行	連体形-一般	2	-20	O	O
こと	コト	コト	事	名詞	普通名詞	一般	*	*	*	2	-19	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	-18	O	O
つい	ツイ	ツク	つく	動詞	一般	*	*	五段-カ行	連用形-イ音便	2	-17	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	-16	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	-15	O	O
「	*	*	「	補助記号	括弧開	*	*	*	*	2	-14	O	O
ご	ゴ	ゴ	御	接頭辞	*	*	*	*	*	2	-13	O	O
批判	ヒハン	ヒハン	批判	名詞	普通名詞	サ変可能	*	*	*	2	-12	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	-11	O	O
お	オ	オ	御	接頭辞	*	*	*	*	*	2	-10	O	O
笑い	ワライ	ワライ	笑い	名詞	普通名詞	一般	*	*	*	2	-9	O	O
芸	ゲー	ゲイ	芸	名詞	普通名詞	一般	*	*	*	2	-8	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-7	O	O
差別	サベツ	サベツ	差別	名詞	普通名詞	サ変可能	*	*	*	2	-6	O	O
や	ヤ	ヤ	や	助詞	副助詞	*	*	*	*	2	-5	O	O
文化	ブンカ	ブンカ	文化	名詞	普通名詞	一般	*	*	*	2	-4	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-3	O	O
否定	ヒテー	ヒテイ	否定	名詞	普通名詞	サ変可能	*	*	*	2	-2	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	-1	O	O
つながる	ツナガル	ツナガル	繋がる	動詞	一般	*	*	五段-ラ行	連体形-一般	2	0	O	O
もの	モノ	モノ	物	名詞	普通名詞	サ変可能	*	*	*	2	1	B-M	B-M
なら	ナラ	ダ	だ	助動詞	*	*	*	助動詞-ダ	仮定形-一般	2	2	I-M	I-M
、	*	*	、	補助記号	読点	*	*	*	*	2	3	O	O
断固	ダンコ	ダンコ	断固	副詞	*	*	*	*	*	2	4	O	O
出演	シュツエン	シュツエン	出演	名詞	普通名詞	サ変可能	*	*	*	2	5	O	O
する	スル	スル	為る	動詞	非自立可能	*	*	サ行変格	連体形-一般	2	6	O	O
つもり	ツモリ	ツモリ	積り	名詞	普通名詞	一般	*	*	*	2	7	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	2	8	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	9	O	O
強い	ツヨイ	ツヨイ	強い	形容詞	一般	*	*	形容詞	連体形-一般	2	10	O	O
調子	チョーシ	チョウシ	調子	名詞	普通名詞	一般	*	*	*	2	11	O	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	2	12	O	O
反論	ハンロン	ハンロン	反論	名詞	普通名詞	サ変可能	*	*	*	2	13	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	2	14	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	2	15	O	O
うえ	ウエ	ウエ	上	名詞	普通名詞	副詞可能	*	*	*	2	16	O	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	2	17	O	O
「	*	*	「	補助記号	括弧開	*	*	*	*	2	18	O	O
もはや	モハヤ	モハヤ	最早	副詞	*	*	*	*	*	2	19	O	O
私	ワタクシ	ワタクシ	私-代名詞	代名詞	*	*	*	*	*	2	20	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	21	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	22	O	O
皆	ミナ	ミナ	皆	名詞	普通名詞	副詞可能	*	*	*	2	23	O	O
さま	サマ	サマ	様	接尾辞	名詞的	一般	*	*	*	2	24	O	O
から	カラ	カラ	から	助詞	格助詞	*	*	*	*	2	25	O	O
大きな	オーキナ	オオキナ	大きな	連体詞	*	*	*	*	*	2	26	O	O
権威	ケンイ	ケンイ	権威	名詞	普通名詞	一般	*	*	*	2	27	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	28	O	O
与え	アタエ	アタエル	与える	動詞	一般	*	*	下一段-ア行	連用形-一般	2	29	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	30	O	O
いただい	イタダイ	イタダク	頂く	動詞	非自立可能	*	*	五段-カ行	連用形-イ音便	2	31	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	32	O	O
おり	オリ	オル	居る	動詞	非自立可能	*	*	五段-ラ行	連用形-一般	2	33	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	34	O	O
むやみ	ムヤミ	ムヤミ	無闇	形状詞	一般	*	*	*	*	2	35	O	O
に	ニ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-ニ	2	36	O	O
出演	シュツエン	シュツエン	出演	名詞	普通名詞	サ変可能	*	*	*	2	37	O	O
する	スル	スル	為る	動詞	非自立可能	*	*	サ行変格	連体形-一般	2	38	O	O
こと	コト	コト	事	名詞	普通名詞	一般	*	*	*	2	39	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	40	O	O
ごう慢	ゴーマン	ゴウマン	傲慢	名詞	普通名詞	形状詞可能	*	*	*	2	41	O	O
な	ナ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連体形-一般	2	42	O	O
権威	ケンイ	ケンイ	権威	名詞	普通名詞	一般	*	*	*	2	43	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	44	O	O
乱用	ランヨー	ランヨウ	乱用	名詞	普通名詞	サ変可能	*	*	*	2	45	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	46	O	O
つながる	ツナガル	ツナガル	繋がる	動詞	一般	*	*	五段-ラ行	終止形-一般	2	47	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	48	O	O
考え	カンガエ	カンガエル	考える	動詞	一般	*	*	下一段-ア行	連用形-一般	2	49	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	50	O	O
自粛	ジシュク	ジシュク	自粛	名詞	普通名詞	サ変可能	*	*	*	2	51	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	2	52	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	53	O	O
い	イ	イル	居る	動詞	非自立可能	*	*	上一段-ア行	連用形-一般	2	54	O	O
ます	マス	マス	ます	助動詞	*	*	*	助動詞-マス	終止形-一般	2	55	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	2	56	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	57	O	O
弁明	ベンメー	ベンメイ	弁明	名詞	普通名詞	サ変可能	*	*	*	2	58	O	O
。	*	*	。	補助記号	句点	*	*	*	*	2	59	O	O

なん	ナン	ナニ	何	代名詞	*	*	*	*	*	4	-4	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	4	-3	O	O
か	カ	カ	か	助詞	副助詞	*	*	*	*	4	-2	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	未然形-一般	4	-1	O	O
なく	ナク	ナイ	ない	助動詞	*	*	*	助動詞-ナイ	連用形-一般	4	0	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	4	1	B-B	B-B
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	4	2	I-B	I-B
なら	ナラ	ナル	成る	動詞	非自立可能	*	*	五段-ラ行	未然形-一般	4	3	I-B	I-B
ない	ナイ	ナイ	ない	助動詞	*	*	*	助動詞-ナイ	終止形-一般	4	4	I-B	I-B
、	*	*	、	補助記号	読点	*	*	*	*	4	5	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	4	6	O	O
十	ジュー	ジュウ	十	名詞	数詞	*	*	*	*	4	7	O	O
年	ネン	ネン	年	名詞	普通名詞	助数詞可能	*	*	*	4	8	O	O
考え	カンガエ	カンガエル	考える	動詞	一般	*	*	下一段-ア行	連用形-一般	4	9	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	4	10	O	O
き	キ	クル	来る	動詞	非自立可能	*	*	カ行変格	連用形-一般	4	11	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	4	12	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	4	13	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	4	14	O	O
話し	ハナシ	ハナス	話す	動詞	一般	*	*	五段-サ行	連用形-一般	4	15	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	4	16	O	O
。	*	*	。	補助記号	句点	*	*	*	*	4	17	O	O

当選	トーセン	トウセン	当選	名詞	普通名詞	サ変可能	*	*	*	3	-3	O	O
発表	ハッピョー	ハッピョウ	発表	名詞	普通名詞	サ変可能	*	*	*	3	-2	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	3	-1	O	O
郵送	ユーソー	ユウソウ	郵送	名詞	普通名詞	サ変可能	*	*	*	3	0	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	3	1	B-F	B-M
もっ	モッ	モツ	持つ	動詞	一般	*	*	五段-タ行	連用形-促音便	3	2	I-F	I-M
て	テ	テ	て	助詞	接続助詞	*	*	*	*	3	3	I-F	I-M
かえ	カエ	カエル	変える	動詞	一般	*	*	下一段-ア行	連用形-一般	3	4	O	O
ます	マス	マス	ます	助動詞	*	*	*	助動詞-マス	終止形-一般	3	5	O	O
。	*	*	。	補助記号	句点	*	*	*	*	3	6	O	O

しかし	シカシ	シカシ	然し	接続詞	*	*	*	*	*	3	-15	O	O
、	*	*	、	補助記号	読点	*	*	*	*	3	-14	O	O
知人	チジン	チジン	知人	名詞	普通名詞	一般	*	*	*	3	-13	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	3	-12	O	O
公務	コーム	コウム	公務	名詞	普通名詞	一般	*	*	*	3	-11	O	O
員	イン	イン	員	接尾辞	名詞的	一般	*	*	*	3	-10	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	3	-9	O	O
アパート	アパート	アパート	アパート-apartment	名詞	普通名詞	一般	*	*	*	3	-8	O	O
（	*	*	（	補助記号	括弧開	*	*	*	*	3	-7	O	O
２	ニ	ニ	二	名詞	数詞	*	*	*	*	3	-6	O	O
ＬＤＫ	エルディーケー	エルディーケー	ＬＤＫ	名詞	普通名詞	一般	*	*	*	3	-5	O	O
）	*	*	）	補助記号	括弧閉	*	*	*	*	3	-4	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	3	-3	O	O
市	シ	シ	市	名詞	普通名詞	一般	*	*	*	3	-2	O	O
中心	チューシン	チュウシン	中心	名詞	普通名詞	一般	*	*	*	3	-1	O	O
部	ブ	ブ	部	名詞	普通名詞	助数詞可能	*	*	*	3	0	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	3	1	B-C	B-F
あっ	アッ	アル	有る	動詞	非自立可能	*	*	五段-ラ行	連用形-促音便	3	2	I-C	I-F
て	テ	テ	て	助詞	接続助詞	*	*	*	*	3	3	I-C	I-F
、	*	*	、	補助記号	読点	*	*	*	*	3	4	O	O
家賃	ヤチン	ヤチン	家賃	名詞	普通名詞	一般	*	*	*	3	5	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	3	6	O	O
一	イチ	イチ	一	名詞	数詞	*	*	*	*	3	7	O	O
カ月	カゲツ	カゲツ	箇月	名詞	普通名詞	助数詞可能	*	*	*	3	8	O	O
三十	サンジュー	サンジュウ	三十	名詞	数詞	*	*	*	*	3	9	O	O
元	ゲン	ゲン	元	名詞	普通名詞	助数詞可能	*	*	*	3	10	O	O
。	*	*	。	補助記号	句点	*	*	*	*	3	11	O	O

なん	ナン	ナニ	何	代名詞	*	*	*	*	*	3	-3	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	3	-2	O	O
話	ハナシ	ハナシ	話	名詞	普通名詞	サ変可能	*	*	*	3	-1	O	O
か	カ	カ	か	助詞	終助詞	*	*	*	*	3	0	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	3	1	B-F	B-F
言え	イエ	イウ	言う	動詞	一般	*	*	五段-ワア行	仮定形-一般	3	2	I-F	I-F
ば	バ	バ	ば	助詞	接続助詞	*	*	*	*	3	3	I-F	I-F
、	*	*	、	補助記号	読点	*	*	*	*	3	4	O	O
世界	セカイ	セカイ	世界	名詞	普通名詞	一般	*	*	*	3	5	O	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	3	6	O	O
低	テー	テイ	低	接頭辞	*	*	*	*	*	3	7	O	O
用量	ヨーリョー	ヨウリョウ	用量	名詞	普通名詞	一般	*	*	*	3	8	O	O
ピル	ピル	ピル	ピル-pill	名詞	普通名詞	一般	*	*	*	3	9	O	O
（	*	*	（	補助記号	括弧開	*	*	*	*	3	10	O	O
経口	ケーコー	ケイコウ	経口	名詞	普通名詞	一般	*	*	*	3	11	O	O
避妊	ヒニン	ヒニン	避妊	名詞	普通名詞	サ変可能	*	*	*	3	12	O	O
薬	ヤク	ヤク	薬	接尾辞	名詞的	一般	*	*	*	3	13	O	O
）	*	*	）	補助記号	括弧閉	*	*	*	*	3	14	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	3	15	O	O
認可	ニンカ	ニンカ	認可	名詞	普通名詞	サ変可能	*	*	*	3	16	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	3	17	O	O
おり	オリ	オリル	下りる	動詞	一般	*	*	上一段-ラ行	連用形-一般	3	18	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	3	19	O	O
い	イ	イル	居る	動詞	非自立可能	*	*	上一段-ア行	未然形-一般	3	20	O	O
ない	ナイ	ナイ	ない	助動詞	*	*	*	助動詞-ナイ	連体形-一般	3	21	O	O
国	クニ	クニ	国	名詞	普通名詞	一般	*	*	*	3	22	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	3	23	O	O
こと	コト	コト	事	名詞	普通名詞	一般	*	*	*	3	24	O	O
だ	ダ	ダ	だ	助動詞	*	*	*	助動詞-ダ	終止形-一般	3	25	O	O
。	*	*	。	補助記号	句点	*	*	*	*	3	26	O	O

松永	マツナガ	マツナガ	マツナガ	名詞	固有名詞	人名	姓	*	*	3	-18	O	O
氏	シ	シ	氏	接尾辞	名詞的	一般	*	*	*	3	-17	O	O
　	*	*	　	空白	*	*	*	*	*	3	-16	O	O
サイディマン	サイディマン	サイディマン	サイディマン	名詞	固有名詞	人名	一般	*	*	3	-15	O	O
氏	シ	シ	氏	接尾辞	名詞的	一般	*	*	*	3	-14	O	O
同様	ドーヨー	ドウヨウ	同様	形状詞	一般	*	*	*	*	3	-13	O	O
、	*	*	、	補助記号	読点	*	*	*	*	3	-12	O	O
この	コノ	コノ	此の	連体詞	*	*	*	*	*	3	-11	O	O
地域	チイキ	チイキ	地域	名詞	普通名詞	一般	*	*	*	3	-10	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	3	-9	O	O
安全	アンゼン	アンゼン	安全	名詞	普通名詞	形状詞可能	*	*	*	3	-8	O	O
保障	ホショー	ホショウ	保障	名詞	普通名詞	サ変可能	*	*	*	3	-7	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	3	-6	O	O
対し	タイシ	タイスル	対する	動詞	一般	*	*	サ行変格	連用形-一般	3	-5	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	3	-4	O	O
、	*	*	、	補助記号	読点	*	*	*	*	3	-3	O	O
危ぐ	キグ	キグ	危惧	名詞	普通名詞	サ変可能	*	*	*	3	-2	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	3	-1	O	O
念	ネン	ネン	念	名詞	普通名詞	一般	*	*	*	3	0	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	3	1	B-C	B-F
もっ	モッ	モツ	持つ	動詞	一般	*	*	五段-タ行	連用形-促音便	3	2	I-C	I-F
て	テ	テ	て	助詞	接続助詞	*	*	*	*	3	3	I-C	I-F
いる	イル	イル	居る	動詞	非自立可能	*	*	上一段-ア行	終止形-一般	3	4	O	O
。	*	*	。	補助記号	句点	*	*	*	*	3	5	O	O

で	デ	デ	で	助詞	格助詞	*	*	*	*	4	-7	O	O
も	モ	モ	も	助詞	係助詞	*	*	*	*	4	-6	O	O
この	コノ	コノ	此の	連体詞	*	*	*	*	*	4	-5	O	O
静けさ	シズケサ	シズケサ	静けさ	名詞	普通名詞	一般	*	*	*	4	-4	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	4	-3	O	O
いつ	イツ	イツ	何時	代名詞	*	*	*	*	*	4	-2	O	O
破ら	ヤブラ	ヤブル	破る	動詞	一般	*	*	五段-ラ行	未然形-一般	4	-1	O	O
れる	レル	レル	れる	助動詞	*	*	*	助動詞-レル	終止形-一般	4	0	O	O
か	カ	カ	か	助詞	終助詞	*	*	*	*	4	1	B-C	B-C
と	ト	ト	と	助詞	格助詞	*	*	*	*	4	2	I-C	I-C
思う	オモウ	オモウ	思う	動詞	一般	*	*	五段-ワア行	終止形-一般	4	3	I-C	I-C
と	ト	ト	と	助詞	接続助詞	*	*	*	*	4	4	I-C	I-C
…	*	*	…	補助記号	一般	*	*	*	*	4	5	O	O
…	*	*	…	補助記号	一般	*	*	*	*	4	6	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	4	7	O	O
。	*	*	。	補助記号	句点	*	*	*	*	4	8	O	O

商品	ショーヒン	ショウヒン	商品	名詞	普通名詞	一般	*	*	*	2	-12	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	-11	O	O
一	イチ	イチ	一	名詞	数詞	*	*	*	*	2	-10	O	O
年	ネン	ネン	年	名詞	普通名詞	助数詞可能	*	*	*	2	-9	O	O
物	モノ	モノ	物	名詞	普通名詞	サ変可能	*	*	*	2	-8	O	O
スーパー	スーパー	スーパー	スーパー-super	名詞	普通名詞	一般	*	*	*	2	-7	O	O
定期	テーキ	テイキ	定期	名詞	普通名詞	一般	*	*	*	2	-6	O	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	2	-5	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	-4	O	O
１	イチ	イチ	一	名詞	数詞	*	*	*	*	2	-3	O	O
０	レー	レイ	零	名詞	数詞	*	*	*	*	2	-2	O	O
万	マン	マン	万	名詞	数詞	*	*	*	*	2	-1	O	O
円	エン	エン	円-助数詞	名詞	普通名詞	助数詞可能	*	*	*	2	0	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	1	B-M	B-M
つき	ツキ	ツク	付く	動詞	非自立可能	*	*	五段-カ行	連用形-一般	2	2	I-M	I-M
